"vpnr" "group" "alter" "sex" "hand" "fach" "sprache" "color" "cs" "rep" "wort" "istwort" "istpositiv" "uspositiv" "istmaskiert" "us0" "us1" "us2" "us3" "us4" "liking0" "liking1" "liking2" "valenz_response" "valenz_rt" "sichtbar_response_pos" "sichtbar_response" "sichtbar_response_text" "sichtbar_korrekt" "sichtbar_rt"
"6129" "33" 1 28 2 1 1 1 "BWL" 12 8 "larnist" 0 -1 1 0 19 13 9 15 20 4 5 6 0 949 8 12 "larnist" 1 889
"6130" "33" 1 28 2 1 1 1 "BWL" 12 9 "larnist" 0 -1 1 0 19 13 9 15 20 4 5 6 0 1448 8 12 "larnist" 1 1071
"6131" "33" 1 28 2 1 1 1 "BWL" 13 0 "kiwehon" 0 -1 1 0 3 14 0 17 16 5 4 6 0 956 7 13 "kiwehon" 1 2887
"6132" "33" 1 28 2 1 1 1 "BWL" 13 1 "kiwehon" 0 -1 1 0 3 14 0 17 16 5 4 6 0 1014 7 13 "kiwehon" 1 980
"6133" "33" 1 28 2 1 1 1 "BWL" 13 2 "kiwehon" 0 -1 1 0 3 14 0 17 16 5 4 6 0 755 7 13 "kiwehon" 1 1824
"6134" "33" 1 28 2 1 1 1 "BWL" 13 3 "kiwehon" 0 -1 1 0 3 14 0 17 16 5 4 6 0 730 7 13 "kiwehon" 1 1131
"6135" "33" 1 28 2 1 1 1 "BWL" 13 4 "kiwehon" 0 -1 1 0 3 14 0 17 16 5 4 6 0 649 8 12 "larnist" 0 2212
"6136" "33" 1 28 2 1 1 1 "BWL" 13 5 "kiwehon" 0 -1 1 0 3 14 0 17 16 5 4 6 0 829 7 13 "kiwehon" 1 722
"6137" "33" 1 28 2 1 1 1 "BWL" 13 6 "kiwehon" 0 -1 1 0 3 14 0 17 16 5 4 6 0 987 7 13 "kiwehon" 1 1452
"6138" "33" 1 28 2 1 1 1 "BWL" 13 7 "kiwehon" 0 -1 1 0 3 14 0 17 16 5 4 6 0 1286 7 13 "kiwehon" 1 2924
"6139" "33" 1 28 2 1 1 1 "BWL" 13 8 "kiwehon" 0 -1 1 0 3 14 0 17 16 5 4 6 0 1348 7 13 "kiwehon" 1 704
"6140" "33" 1 28 2 1 1 1 "BWL" 13 9 "kiwehon" 0 -1 1 0 3 14 0 17 16 5 4 6 0 1267 2 5 "frask" -1 1032
"6141" "33" 1 28 2 1 1 1 "BWL" 14 0 "hilejin" 0 -1 1 0 18 7 21 10 6 5 4 4 0 1032 4 14 "hilejin" 1 3614
"6142" "33" 1 28 2 1 1 1 "BWL" 14 1 "hilejin" 0 -1 1 0 18 7 21 10 6 5 4 4 0 1446 4 14 "hilejin" 1 2034
"6143" "33" 1 28 2 1 1 1 "BWL" 14 2 "hilejin" 0 -1 1 0 18 7 21 10 6 5 4 4 0 866 4 14 "hilejin" 1 2301
"6144" "33" 1 28 2 1 1 1 "BWL" 14 3 "hilejin" 0 -1 1 0 18 7 21 10 6 5 4 4 0 805 4 14 "hilejin" 1 2263
"6145" "33" 1 28 2 1 1 1 "BWL" 14 4 "hilejin" 0 -1 1 0 18 7 21 10 6 5 4 4 0 1139 4 14 "hilejin" 1 1104
"6146" "33" 1 28 2 1 1 1 "BWL" 14 5 "hilejin" 0 -1 1 0 18 7 21 10 6 5 4 4 0 820 9 4 "laumens" 0 1004
"6147" "33" 1 28 2 1 1 1 "BWL" 14 6 "hilejin" 0 -1 1 0 18 7 21 10 6 5 4 4 0 735 4 14 "hilejin" 1 879
"6148" "33" 1 28 2 1 1 1 "BWL" 14 7 "hilejin" 0 -1 1 0 18 7 21 10 6 5 4 4 0 1010 4 14 "hilejin" 1 696
"6149" "33" 1 28 2 1 1 1 "BWL" 14 8 "hilejin" 0 -1 1 0 18 7 21 10 6 5 4 4 0 1094 4 14 "hilejin" 1 1404
"6150" "33" 1 28 2 1 1 1 "BWL" 14 9 "hilejin" 0 -1 1 0 18 7 21 10 6 5 4 4 0 1080 4 14 "hilejin" 1 1186
"6151" "33" 1 28 2 1 1 1 "BWL" 15 0 "jaciyn" 0 -1 1 0 24 12 1 4 5 4 2 3 0 998 6 15 "jaciyn" 1 3573
"6152" "33" 1 28 2 1 1 1 "BWL" 15 1 "jaciyn" 0 -1 1 0 24 12 1 4 5 4 2 3 0 1239 6 15 "jaciyn" 1 2161
"6153" "33" 1 28 2 1 1 1 "BWL" 15 2 "jaciyn" 0 -1 1 0 24 12 1 4 5 4 2 3 0 769 6 15 "jaciyn" 1 1757
"6154" "33" 1 28 2 1 1 1 "BWL" 15 3 "jaciyn" 0 -1 1 0 24 12 1 4 5 4 2 3 0 905 6 15 "jaciyn" 1 1226
"6155" "33" 1 28 2 1 1 1 "BWL" 15 4 "jaciyn" 0 -1 1 0 24 12 1 4 5 4 2 3 0 690 6 15 "jaciyn" 1 2099
"6156" "33" 1 28 2 1 1 1 "BWL" 15 5 "jaciyn" 0 -1 1 0 24 12 1 4 5 4 2 3 0 1224 6 15 "jaciyn" 1 922
"6157" "33" 1 28 2 1 1 1 "BWL" 15 6 "jaciyn" 0 -1 1 0 24 12 1 4 5 4 2 3 0 571 6 15 "jaciyn" 1 748
"6158" "33" 1 28 2 1 1 1 "BWL" 15 7 "jaciyn" 0 -1 1 0 24 12 1 4 5 4 2 3 0 1293 6 15 "jaciyn" 1 1042
"6159" "33" 1 28 2 1 1 1 "BWL" 15 8 "jaciyn" 0 -1 1 0 24 12 1 4 5 4 2 3 0 1443 17 8 "schese" 0 1387
"6160" "33" 1 28 2 1 1 1 "BWL" 15 9 "jaciyn" 0 -1 1 0 24 12 1 4 5 4 2 3 0 1336 19 3 "tewok" 0 1296
"6161" "33" 1 28 2 1 1 1 "BWL" 16 0 "noste" 0 -1 1 0 11 22 2 8 23 2 3 3 0 1302 13 16 "noste" 1 2864
"6162" "33" 1 28 2 1 1 1 "BWL" 16 1 "noste" 0 -1 1 0 11 22 2 8 23 2 3 3 0 1293 13 16 "noste" 1 2329
"6163" "33" 1 28 2 1 1 1 "BWL" 16 2 "noste" 0 -1 1 0 11 22 2 8 23 2 3 3 0 1055 13 16 "noste" 1 771
"6164" "33" 1 28 2 1 1 1 "BWL" 16 3 "noste" 0 -1 1 0 11 22 2 8 23 2 3 3 0 510 13 16 "noste" 1 1100
"6165" "33" 1 28 2 1 1 1 "BWL" 16 4 "noste" 0 -1 1 0 11 22 2 8 23 2 3 3 0 1444 13 16 "noste" 1 724
"6166" "33" 1 28 2 1 1 1 "BWL" 16 5 "noste" 0 -1 1 0 11 22 2 8 23 2 3 3 0 832 13 16 "noste" 1 734
"6167" "33" 1 28 2 1 1 1 "BWL" 16 6 "noste" 0 -1 1 0 11 22 2 8 23 2 3 3 0 776 13 16 "noste" 1 1044
"6168" "33" 1 28 2 1 1 1 "BWL" 16 7 "noste" 0 -1 1 0 11 22 2 8 23 2 3 3 0 1383 13 16 "noste" 1 756
"6169" "33" 1 28 2 1 1 1 "BWL" 16 8 "noste" 0 -1 1 0 11 22 2 8 23 2 3 3 0 880 17 8 "schese" 0 2157
"6170" "33" 1 28 2 1 1 1 "BWL" 16 9 "noste" 0 -1 1 0 11 22 2 8 23 2 3 3 0 1071 13 16 "noste" 1 1101
"6171" "33" 1 28 2 1 1 1 "BWL" 17 0 "permife" 0 -1 1 0 23 17 20 0 16 5 5 6 0 1527 15 17 "permife" 1 2702
"6172" "33" 1 28 2 1 1 1 "BWL" 17 1 "permife" 0 -1 1 0 23 17 20 0 16 5 5 6 0 1406 15 17 "permife" 1 904
"6173" "33" 1 28 2 1 1 1 "BWL" 17 2 "permife" 0 -1 1 0 23 17 20 0 16 5 5 6 0 775 15 17 "permife" 1 1068
"6174" "33" 1 28 2 1 1 1 "BWL" 17 3 "permife" 0 -1 1 0 23 17 20 0 16 5 5 6 0 821 15 17 "permife" 1 944
"6175" "33" 1 28 2 1 1 1 "BWL" 17 4 "permife" 0 -1 1 0 23 17 20 0 16 5 5 6 0 704 15 17 "permife" 1 715
"6176" "33" 1 28 2 1 1 1 "BWL" 17 5 "permife" 0 -1 1 0 23 17 20 0 16 5 5 6 0 1328 15 17 "permife" 1 761
"6177" "33" 1 28 2 1 1 1 "BWL" 17 6 "permife" 0 -1 1 0 23 17 20 0 16 5 5 6 0 808 15 17 "permife" 1 1213
"6178" "33" 1 28 2 1 1 1 "BWL" 17 7 "permife" 0 -1 1 0 23 17 20 0 16 5 5 6 0 1076 15 17 "permife" 1 665
"6179" "33" 1 28 2 1 1 1 "BWL" 17 8 "permife" 0 -1 1 0 23 17 20 0 16 5 5 6 0 933 15 17 "permife" 1 600
"6180" "33" 1 28 2 1 1 1 "BWL" 17 9 "permife" 0 -1 1 0 23 17 20 0 16 5 5 6 0 1033 15 17 "permife" 1 813
"6181" "33" 1 28 2 1 1 1 "BWL" 18 0 "umeuken" 0 -1 1 1 12 5 15 10 13 3 3 3 0 1337 21 18 "umeuken" 1 1348
"6182" "33" 1 28 2 1 1 1 "BWL" 18 1 "umeuken" 0 -1 1 1 12 5 15 10 13 3 3 3 0 1066 21 18 "umeuken" 1 1498
"6183" "33" 1 28 2 1 1 1 "BWL" 18 2 "umeuken" 0 -1 1 1 12 5 15 10 13 3 3 3 0 1900 13 16 "noste" -1 6513
"6184" "33" 1 28 2 1 1 1 "BWL" 18 3 "umeuken" 0 -1 1 1 12 5 15 10 13 3 3 3 0 965 13 16 "noste" -1 776
"6185" "33" 1 28 2 1 1 1 "BWL" 18 4 "umeuken" 0 -1 1 1 12 5 15 10 13 3 3 3 0 1123 1 19 "botuyn" -1 1325
"6186" "33" 1 28 2 1 1 1 "BWL" 18 5 "umeuken" 0 -1 1 1 12 5 15 10 13 3 3 3 0 1243 21 18 "umeuken" 1 520
"6187" "33" 1 28 2 1 1 1 "BWL" 18 6 "umeuken" 0 -1 1 1 12 5 15 10 13 3 3 3 0 691 21 18 "umeuken" 1 598
"6188" "33" 1 28 2 1 1 1 "BWL" 18 7 "umeuken" 0 -1 1 1 12 5 15 10 13 3 3 3 0 1063 14 23 "obacu" -1 1960
"6189" "33" 1 28 2 1 1 1 "BWL" 18 8 "umeuken" 0 -1 1 1 12 5 15 10 13 3 3 3 1 1177 20 10 "ubajec" -1 4441
"6190" "33" 1 28 2 1 1 1 "BWL" 18 9 "umeuken" 0 -1 1 1 12 5 15 10 13 3 3 3 0 832 22 22 "uwimor" 0 2471
"6191" "33" 1 28 2 1 1 1 "BWL" 19 0 "botuyn" 0 -1 1 1 18 1 9 14 7 2 2 2 0 1361 22 22 "uwimor" 0 2410
"6192" "33" 1 28 2 1 1 1 "BWL" 19 1 "botuyn" 0 -1 1 1 18 1 9 14 7 2 2 2 0 1333 21 18 "umeuken" 0 1126
"6193" "33" 1 28 2 1 1 1 "BWL" 19 2 "botuyn" 0 -1 1 1 18 1 9 14 7 2 2 2 0 1310 13 16 "noste" 0 6854
"6194" "33" 1 28 2 1 1 1 "BWL" 19 3 "botuyn" 0 -1 1 1 18 1 9 14 7 2 2 2 0 940 1 19 "botuyn" 1 1875
"6195" "33" 1 28 2 1 1 1 "BWL" 19 4 "botuyn" 0 -1 1 1 18 1 9 14 7 2 2 2 0 689 2 5 "frask" 0 2603
"6196" "33" 1 28 2 1 1 1 "BWL" 19 5 "botuyn" 0 -1 1 1 18 1 9 14 7 2 2 2 0 2038 11 0 "molkate" 0 1855
"6197" "33" 1 28 2 1 1 1 "BWL" 19 6 "botuyn" 0 -1 1 1 18 1 9 14 7 2 2 2 0 1181 1 19 "botuyn" 1 1244
"6198" "33" 1 28 2 1 1 1 "BWL" 19 7 "botuyn" 0 -1 1 1 18 1 9 14 7 2 2 2 0 1811 8 12 "larnist" 0 1365
"6199" "33" 1 28 2 1 1 1 "BWL" 19 8 "botuyn" 0 -1 1 1 18 1 9 14 7 2 2 2 0 916 3 6 "furasti" 0 1894
"6200" "33" 1 28 2 1 1 1 "BWL" 19 9 "botuyn" 0 -1 1 1 18 1 9 14 7 2 2 2 0 1258 19 3 "tewok" 0 1008
"6201" "33" 1 28 2 1 1 1 "BWL" 20 0 "medan" 0 -1 1 1 19 22 24 11 21 6 6 6 0 4231 21 18 "umeuken" 0 6086
"6202" "33" 1 28 2 1 1 1 "BWL" 20 1 "medan" 0 -1 1 1 19 22 24 11 21 6 6 6 0 1439 20 10 "ubajec" 0 23389
"6203" "33" 1 28 2 1 1 1 "BWL" 20 2 "medan" 0 -1 1 1 19 22 24 11 21 6 6 6 0 910 18 7 "sleshen" 0 13153
"6204" "33" 1 28 2 1 1 1 "BWL" 20 3 "medan" 0 -1 1 1 19 22 24 11 21 6 6 6 0 1302 20 10 "ubajec" 0 2214
"6205" "33" 1 28 2 1 1 1 "BWL" 20 4 "medan" 0 -1 1 1 19 22 24 11 21 6 6 6 0 925 7 13 "kiwehon" -1 4159
"6206" "33" 1 28 2 1 1 1 "BWL" 20 5 "medan" 0 -1 1 1 19 22 24 11 21 6 6 6 0 1319 7 13 "kiwehon" -1 1231
"6207" "33" 1 28 2 1 1 1 "BWL" 20 6 "medan" 0 -1 1 1 19 22 24 11 21 6 6 6 0 923 12 1 "nalber" 0 1541
"6208" "33" 1 28 2 1 1 1 "BWL" 20 7 "medan" 0 -1 1 1 19 22 24 11 21 6 6 6 0 686 20 10 "ubajec" 0 3505
"6209" "33" 1 28 2 1 1 1 "BWL" 20 8 "medan" 0 -1 1 1 19 22 24 11 21 6 6 6 0 1717 18 7 "sleshen" 0 13256
"6210" "33" 1 28 2 1 1 1 "BWL" 20 9 "medan" 0 -1 1 1 19 22 24 11 21 6 6 6 0 1228 4 14 "hilejin" -1 2165
"6211" "33" 1 28 2 1 1 1 "BWL" 21 0 "yosud" 0 -1 1 1 6 3 8 2 4 4 3 3 0 1600 21 18 "umeuken" -1 3274
"6212" "33" 1 28 2 1 1 1 "BWL" 21 1 "yosud" 0 -1 1 1 6 3 8 2 4 4 3 3 0 2622 21 18 "umeuken" -1 758
"6213" "33" 1 28 2 1 1 1 "BWL" 21 2 "yosud" 0 -1 1 1 6 3 8 2 4 4 3 3 0 1118 4 14 "hilejin" -1 8265
"6214" "33" 1 28 2 1 1 1 "BWL" 21 3 "yosud" 0 -1 1 1 6 3 8 2 4 4 3 3 0 1101 21 18 "umeuken" -1 556
"6215" "33" 1 28 2 1 1 1 "BWL" 21 4 "yosud" 0 -1 1 1 6 3 8 2 4 4 3 3 0 1369 6 15 "jaciyn" -1 2576
"6216" "33" 1 28 2 1 1 1 "BWL" 21 5 "yosud" 0 -1 1 1 6 3 8 2 4 4 3 3 0 941 19 3 "tewok" -1 944
"6217" "33" 1 28 2 1 1 1 "BWL" 21 6 "yosud" 0 -1 1 1 6 3 8 2 4 4 3 3 0 996 12 1 "nalber" -1 901
"6218" "33" 1 28 2 1 1 1 "BWL" 21 7 "yosud" 0 -1 1 1 6 3 8 2 4 4 3 3 0 1533 22 22 "uwimor" -1 791
"6219" "33" 1 28 2 1 1 1 "BWL" 21 8 "yosud" 0 -1 1 1 6 3 8 2 4 4 3 3 0 1189 4 14 "hilejin" -1 1285
"6220" "33" 1 28 2 1 1 1 "BWL" 21 9 "yosud" 0 -1 1 1 6 3 8 2 4 4 3 3 0 1678 22 22 "uwimor" -1 3729
"6221" "33" 1 28 2 1 1 1 "BWL" 22 0 "uwimor" 0 -1 1 1 5 13 21 12 19 3 2 3 0 2151 12 1 "nalber" -1 2840
"6222" "33" 1 28 2 1 1 1 "BWL" 22 1 "uwimor" 0 -1 1 1 5 13 21 12 19 3 2 3 0 1460 21 18 "umeuken" -1 919
"6223" "33" 1 28 2 1 1 1 "BWL" 22 2 "uwimor" 0 -1 1 1 5 13 21 12 19 3 2 3 0 913 21 18 "umeuken" -1 1469
"6224" "33" 1 28 2 1 1 1 "BWL" 22 3 "uwimor" 0 -1 1 1 5 13 21 12 19 3 2 3 0 1600 17 8 "schese" -1 3528
"6225" "33" 1 28 2 1 1 1 "BWL" 22 4 "uwimor" 0 -1 1 1 5 13 21 12 19 3 2 3 0 1147 19 3 "tewok" -1 670
"6226" "33" 1 28 2 1 1 1 "BWL" 22 5 "uwimor" 0 -1 1 1 5 13 21 12 19 3 2 3 0 1944 16 11 "pimuide" -1 1468
"6227" "33" 1 28 2 1 1 1 "BWL" 22 6 "uwimor" 0 -1 1 1 5 13 21 12 19 3 2 3 0 1284 6 15 "jaciyn" -1 1675
"6228" "33" 1 28 2 1 1 1 "BWL" 22 7 "uwimor" 0 -1 1 1 5 13 21 12 19 3 2 3 0 1224 21 18 "umeuken" -1 1100
"6229" "33" 1 28 2 1 1 1 "BWL" 22 8 "uwimor" 0 -1 1 1 5 13 21 12 19 3 2 3 0 782 11 0 "molkate" -1 1720
"6230" "33" 1 28 2 1 1 1 "BWL" 22 9 "uwimor" 0 -1 1 1 5 13 21 12 19 3 2 3 0 1185 18 7 "sleshen" -1 745
"6231" "33" 1 28 2 1 1 1 "BWL" 23 0 "obacu" 0 -1 1 1 2 3 8 6 17 2 2 2 0 3004 14 23 "obacu" 1 5410
"6232" "33" 1 28 2 1 1 1 "BWL" 23 1 "obacu" 0 -1 1 1 2 3 8 6 17 2 2 2 0 4177 21 18 "umeuken" 0 627
"6233" "33" 1 28 2 1 1 1 "BWL" 23 2 "obacu" 0 -1 1 1 2 3 8 6 17 2 2 2 0 1470 13 16 "noste" -1 1294
"6234" "33" 1 28 2 1 1 1 "BWL" 23 3 "obacu" 0 -1 1 1 2 3 8 6 17 2 2 2 0 1310 21 18 "umeuken" 0 2995
"6235" "33" 1 28 2 1 1 1 "BWL" 23 4 "obacu" 0 -1 1 1 2 3 8 6 17 2 2 2 0 1426 3 6 "furasti" -1 1901
"6236" "33" 1 28 2 1 1 1 "BWL" 23 5 "obacu" 0 -1 1 1 2 3 8 6 17 2 2 2 0 1128 12 1 "nalber" -1 7326
"6237" "33" 1 28 2 1 1 1 "BWL" 23 6 "obacu" 0 -1 1 1 2 3 8 6 17 2 2 2 0 1234 12 1 "nalber" -1 2069
"6238" "33" 1 28 2 1 1 1 "BWL" 23 7 "obacu" 0 -1 1 1 2 3 8 6 17 2 2 2 1 1629 14 23 "obacu" 1 2353
"6239" "33" 1 28 2 1 1 1 "BWL" 23 8 "obacu" 0 -1 1 1 2 3 8 6 17 2 2 2 0 3075 1 19 "botuyn" -1 3939
"6240" "33" 1 28 2 1 1 1 "BWL" 23 9 "obacu" 0 -1 1 1 2 3 8 6 17 2 2 2 0 1498 13 16 "noste" -1 1265
"6241" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 0 0 "yosud" 0 -1 0 0 19 4 15 24 9 4 3 4 1 1702 23 0 "yosud" 1 1498
"6242" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 0 1 "yosud" 0 -1 0 0 19 4 15 24 9 4 3 4 1 2312 23 0 "yosud" 1 15636
"6243" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 0 2 "yosud" 0 -1 0 0 19 4 15 24 9 4 3 4 1 2095 23 0 "yosud" 1 1076
"6244" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 0 3 "yosud" 0 -1 0 0 19 4 15 24 9 4 3 4 1 1073 23 0 "yosud" 1 1021
"6245" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 0 4 "yosud" 0 -1 0 0 19 4 15 24 9 4 3 4 1 1046 23 0 "yosud" 1 982
"6246" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 0 5 "yosud" 0 -1 0 0 19 4 15 24 9 4 3 4 1 1163 23 0 "yosud" 1 1100
"6247" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 0 6 "yosud" 0 -1 0 0 19 4 15 24 9 4 3 4 1 840 23 0 "yosud" 1 953
"6248" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 0 7 "yosud" 0 -1 0 0 19 4 15 24 9 4 3 4 1 792 23 0 "yosud" 1 988
"6249" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 0 8 "yosud" 0 -1 0 0 19 4 15 24 9 4 3 4 1 975 23 0 "yosud" 1 1004
"6250" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 0 9 "yosud" 0 -1 0 0 19 4 15 24 9 4 3 4 1 1242 23 0 "yosud" 1 903
"6251" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 1 0 "nalber" 0 -1 0 0 8 20 2 21 3 5 5 5 1 1646 12 1 "nalber" 1 1484
"6252" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 1 1 "nalber" 0 -1 0 0 8 20 2 21 3 5 5 5 1 1391 12 1 "nalber" 1 1108
"6253" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 1 2 "nalber" 0 -1 0 0 8 20 2 21 3 5 5 5 1 1265 12 1 "nalber" 1 1500
"6254" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 1 3 "nalber" 0 -1 0 0 8 20 2 21 3 5 5 5 1 1104 12 1 "nalber" 1 885
"6255" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 1 4 "nalber" 0 -1 0 0 8 20 2 21 3 5 5 5 1 1332 12 1 "nalber" 1 2261
"6256" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 1 5 "nalber" 0 -1 0 0 8 20 2 21 3 5 5 5 1 932 12 1 "nalber" 1 1450
"6257" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 1 6 "nalber" 0 -1 0 0 8 20 2 21 3 5 5 5 1 816 12 1 "nalber" 1 1514
"6258" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 1 7 "nalber" 0 -1 0 0 8 20 2 21 3 5 5 5 1 1011 12 1 "nalber" 1 1238
"6259" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 1 8 "nalber" 0 -1 0 0 8 20 2 21 3 5 5 5 1 793 12 1 "nalber" 1 2347
"6260" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 1 9 "nalber" 0 -1 0 0 8 20 2 21 3 5 5 5 1 986 2 14 "frask" -1 2642
"6261" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 2 0 "permife" 0 -1 0 0 5 14 1 13 0 3 3 2 0 2784 15 2 "permife" 1 4598
"6262" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 2 1 "permife" 0 -1 0 0 5 14 1 13 0 3 3 2 1 1149 15 2 "permife" 1 889
"6263" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 2 2 "permife" 0 -1 0 0 5 14 1 13 0 3 3 2 1 1865 15 2 "permife" 1 1139
"6264" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 2 3 "permife" 0 -1 0 0 5 14 1 13 0 3 3 2 0 2698 15 2 "permife" 1 1120
"6265" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 2 4 "permife" 0 -1 0 0 5 14 1 13 0 3 3 2 1 2217 15 2 "permife" 1 4245
"6266" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 2 5 "permife" 0 -1 0 0 5 14 1 13 0 3 3 2 1 1013 15 2 "permife" 1 849
"6267" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 2 6 "permife" 0 -1 0 0 5 14 1 13 0 3 3 2 1 690 15 2 "permife" 1 944
"6268" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 2 7 "permife" 0 -1 0 0 5 14 1 13 0 3 3 2 1 873 15 2 "permife" 1 833
"6269" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 2 8 "permife" 0 -1 0 0 5 14 1 13 0 3 3 2 1 4291 15 2 "permife" 1 815
"6270" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 2 9 "permife" 0 -1 0 0 5 14 1 13 0 3 3 2 1 3865 15 2 "permife" 1 1162
"6271" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 3 0 "larnist" 0 -1 0 0 7 16 18 23 22 6 6 7 0 2975 8 3 "larnist" 1 8532
"6272" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 3 1 "larnist" 0 -1 0 0 7 16 18 23 22 6 6 7 1 2098 8 3 "larnist" 1 1169
"6273" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 3 2 "larnist" 0 -1 0 0 7 16 18 23 22 6 6 7 1 1238 8 3 "larnist" 1 2154
"6274" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 3 3 "larnist" 0 -1 0 0 7 16 18 23 22 6 6 7 1 1083 8 3 "larnist" 1 948
"6275" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 3 4 "larnist" 0 -1 0 0 7 16 18 23 22 6 6 7 1 1557 8 3 "larnist" 1 1065
"6276" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 3 5 "larnist" 0 -1 0 0 7 16 18 23 22 6 6 7 1 965 8 3 "larnist" 1 982
"6277" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 3 6 "larnist" 0 -1 0 0 7 16 18 23 22 6 6 7 1 1039 8 3 "larnist" 1 1489
"6278" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 3 7 "larnist" 0 -1 0 0 7 16 18 23 22 6 6 7 1 1081 8 3 "larnist" 1 1703
"6279" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 3 8 "larnist" 0 -1 0 0 7 16 18 23 22 6 6 7 1 1151 8 3 "larnist" 1 1308
"6280" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 3 9 "larnist" 0 -1 0 0 7 16 18 23 22 6 6 7 1 1045 8 3 "larnist" 1 1425
"6281" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 4 0 "medan" 0 -1 0 0 17 6 11 10 12 6 7 7 1 1806 10 4 "medan" 1 1173
"6282" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 4 1 "medan" 0 -1 0 0 17 6 11 10 12 6 7 7 1 1189 10 4 "medan" 1 1240
"6283" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 4 2 "medan" 0 -1 0 0 17 6 11 10 12 6 7 7 1 1199 10 4 "medan" 1 1094
"6284" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 4 3 "medan" 0 -1 0 0 17 6 11 10 12 6 7 7 0 11361 10 4 "medan" 1 886
"6285" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 4 4 "medan" 0 -1 0 0 17 6 11 10 12 6 7 7 1 984 10 4 "medan" 1 1208
"6286" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 4 5 "medan" 0 -1 0 0 17 6 11 10 12 6 7 7 1 844 10 4 "medan" 1 1223
"6287" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 4 6 "medan" 0 -1 0 0 17 6 11 10 12 6 7 7 1 792 10 4 "medan" 1 1523
"6288" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 4 7 "medan" 0 -1 0 0 17 6 11 10 12 6 7 7 0 1348 10 4 "medan" 1 1156
"6289" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 4 8 "medan" 0 -1 0 0 17 6 11 10 12 6 7 7 1 1212 10 4 "medan" 1 1415
"6290" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 4 9 "medan" 0 -1 0 0 17 6 11 10 12 6 7 7 1 1062 10 4 "medan" 1 1616
"6291" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 5 0 "hiwawa" 0 -1 0 0 5 13 4 20 9 4 4 4 1 1456 5 5 "hiwawa" 1 4949
"6292" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 5 1 "hiwawa" 0 -1 0 0 5 13 4 20 9 4 4 4 1 1475 5 5 "hiwawa" 1 1807
"6293" "34" 2 45 2 1 1 1 "PSYCHOLOGIE" 5 2 "hiwawa" 0 -1 0 0 5 13 4 20 9 4 4 4 1 2448 5 5 "hiwawa" 1 4497
